Date,AGG,BA,FMS,GAIA,GOOG,QQQ,RC,SPY,T
2016-06-23,111.27999877929688,133.5500030517578,43.2599983215332,7.659999847412109,701.8699951171875,108.7699966430664,14.239999771118164,210.80999755859375,41.880001068115234
2016-06-24,111.87999725341797,126.5199966430664,40.810001373291016,7.639999866485596,675.219970703125,104.29000091552734,14.119999885559082,203.24000549316406,41.52000045776367
2016-06-27,112.33000183105469,122.69999694824219,40.599998474121094,7.610000133514404,668.260009765625,102.22000122070312,13.880000114440918,199.60000610351562,42.029998779296875
2016-06-28,112.47000122070312,123.88999938964844,42.65999984741211,7.630000114440918,680.0399780273438,104.45999908447266,13.680000305175781,203.1999969482422,42.02000045776367
2016-06-29,112.38999938964844,126.98999786376953,43.349998474121094,7.690000057220459,684.1099853515625,106.30999755859375,13.699999809265137,206.66000366210938,42.540000915527344
2016-06-30,112.62000274658203,129.8699951171875,43.56999969482422,7.739999771118164,692.0999755859375,107.54000091552734,13.710000038146973,209.47999572753906,43.209999084472656
2016-07-01,112.6500015258789,129.69000244140625,43.47999954223633,7.760000228881836,699.2100219726562,108.08000183105469,13.699999809265137,209.9199981689453,43.470001220703125
2016-07-05,112.94999694824219,126.97000122070312,43.15999984741211,7.800000190734863,694.9500122070312,107.41999816894531,13.539999961853027,208.41000366210938,43.349998474121094
2016-07-06,113.16000366210938,126.95999908447266,42.880001068115234,7.71999979019165,697.77001953125,108.30000305175781,13.619999885559082,209.66000366210938,43.099998474121094
2016-07-07,113.08000183105469,127.16999816894531,42.88999938964844,7.800000190734863,695.3599853515625,108.62000274658203,13.600000381469727,209.52999877929688,42.29999923706055
2016-07-08,113.25,130.08999633789062,43.65999984741211,7.78000020980835,705.6300048828125,110.30000305175781,13.619999885559082,212.64999389648438,42.61000061035156
2016-07-11,112.94999694824219,132.0399932861328,43.900001525878906,7.909999847412109,715.0900268554688,110.93000030517578,13.59000015258789,213.39999389648438,42.5099983215332
2016-07-12,112.61000061035156,130.80999755859375,43.619998931884766,8.199999809265137,720.6400146484375,111.48999786376953,13.739999771118164,214.9499969482422,42.40999984741211
2016-07-13,112.7699966430664,130.11000061035156,43.849998474121094,8.050000190734863,716.97998046875,111.22000122070312,13.619999885559082,214.9199981689453,42.59000015258789
2016-07-14,112.66999816894531,131.5500030517578,43.650001525878906,8.199999809265137,720.9500122070312,111.9800033569336,13.75,216.1199951171875,42.77000045776367
2016-07-15,112.26000213623047,132.38999938964844,43.599998474121094,8.0,719.8499755859375,111.80000305175781,13.609999656677246,215.8300018310547,42.88999938964844
2016-07-18,112.27999877929688,133.42999267578125,44.0099983215332,7.800000190734863,733.780029296875,112.54000091552734,13.569999694824219,216.41000366210938,42.849998474121094
2016-07-19,112.51000213623047,134.66000366210938,43.7599983215332,7.820000171661377,736.9600219726562,112.12999725341797,13.550000190734863,216.19000244140625,42.77000045776367
2016-07-20,112.41000366210938,134.72000122070312,44.77000045776367,7.900000095367432,741.1900024414062,113.44000244140625,13.539999961853027,217.08999633789062,42.709999084472656
2016-07-21,112.51000213623047,133.52999877929688,44.5,7.96999979019165,738.6300048828125,113.18000030517578,13.529999732971191,216.27000427246094,42.52000045776367
2016-07-22,112.52999877929688,133.47000122070312,44.34000015258789,7.869999885559082,742.739990234375,113.6500015258789,13.5600004196167,217.24000549316406,43.11000061035156
2016-07-25,112.4000015258789,132.94000244140625,44.470001220703125,7.960000038146973,739.77001953125,113.66000366210938,13.520000457763672,216.64999389648438,42.939998626708984
2016-07-26,112.4000015258789,134.85000610351562,44.86000061035156,8.0,738.4199829101562,113.79000091552734,13.710000038146973,216.75,42.380001068115234
2016-07-27,112.7300033569336,135.9600067138672,44.84000015258789,8.1899995803833,741.77001953125,114.58000183105469,13.630000114440918,216.52000427246094,42.7599983215332
2016-07-28,112.72000122070312,133.00999450683594,45.61000061035156,8.170000076293945,745.9099731445312,114.9800033569336,13.59000015258789,216.77000427246094,42.58000183105469
2016-07-29,113.0199966430664,133.66000366210938,45.650001525878906,8.170000076293945,768.7899780273438,115.2300033569336,13.680000305175781,217.1199951171875,43.290000915527344
2016-08-01,112.55000305175781,133.2100067138672,45.650001525878906,8.170000076293945,772.8800048828125,115.83999633789062,13.779999732971191,216.94000244140625,43.18000030517578
2016-08-02,112.22000122070312,131.60000610351562,46.18000030517578,8.09000015258789,771.0700073242188,114.95999908447266,14.069999694824219,215.5500030517578,43.15999984741211
2016-08-03,112.33999633789062,131.8699951171875,45.75,8.180000305175781,773.1799926757812,115.33999633789062,14.149999618530273,216.17999267578125,43.13999938964844
2016-08-04,112.55000305175781,131.2100067138672,46.0,8.1899995803833,771.6099853515625,115.66999816894531,14.300000190734863,216.41000366210938,43.08000183105469
2016-08-05,112.16999816894531,131.72999572753906,46.099998474121094,8.220000267028809,782.219970703125,116.77999877929688,14.329999923706055,218.17999267578125,43.15999984741211
2016-08-08,112.23999786376953,132.19000244140625,45.95000076293945,8.130000114440918,781.760009765625,116.6500015258789,14.359999656677246,218.0500030517578,42.93000030517578
2016-08-09,112.52999877929688,132.6199951171875,47.43000030517578,8.0600004196167,784.260009765625,116.91999816894531,14.270000457763672,218.17999267578125,43.08000183105469
2016-08-10,112.66000366210938,132.27999877929688,46.810001373291016,7.920000076293945,784.6799926757812,116.62000274658203,14.09000015258789,217.63999938964844,43.20000076293945
2016-08-11,112.36000061035156,133.0,47.16999816894531,8.0,784.8499755859375,117.12000274658203,13.9399995803833,218.64999389648438,43.38999938964844
